character,episode_number,episode_title,quote,season,tokening,emotions,polaridad,subjetividad,neg,neu,pos,compound
Chandler,13,Rachel`s Sister,Don`t take this personally okay? It`s just that I just can`t have sex with a sick person.,6,personally okay sex sick person,"[-0.10714285714285715, 0.6785714285714286, 0.402, 0.366, 0.232, -0.34]",-0.10714285714285715,0.6785714285714286,0.402,0.366,0.232,-0.34
Joey,8,Ross`s Teeth,What?,6,,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0
Rachel,4,The Cake,"Ross, what are you talking about? (she sees the cake) oh! Oh my God! They put my baby’s face on a penis!",10,ross talk see cake oh oh god baby face penis,"[0.0, 0.0, 0.0, 0.811, 0.189, 0.2732]",0.0,0.0,0.0,0.811,0.189,0.2732
Ross,23,Ross`s Thing,"(sarcastic) Yeah, that`d be cool!",3,sarcastic yeah cool,"[0.22499999999999998, 0.7250000000000001, 0.308, 0.0, 0.692, 0.3612]",0.22499999999999998,0.7250000000000001,0.308,0.0,0.692,0.3612
Joey,3,The Thumb,(shouting to Chandler) Chandler! He`s here!,1,shout chandler chandler,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Monica,16,The Boob Job,I know...God. I haven`t seen my savings take a hit like this since I was a kid and they came up with double-stuffed Oreos. What happened to all our money?,9,know god see saving hit like kid come double stuff oreos happen money,"[0.0, 0.0, 0.0, 0.705, 0.295, 0.5574]",0.0,0.0,0.0,0.705,0.295,0.5574
Monica,16,Rachel`s Going Away Party,Sure.,10,sure,"[0.5, 0.8888888888888888, 0.0, 0.0, 1.0, 0.3182]",0.5,0.8888888888888888,0.0,0.0,1.0,0.3182
Rachel,17,The Free Porn,"No, he told me. He prefers to leave certain things to the imagination.",4,tell prefer leave certain thing imagination,"[0.21428571428571427, 0.5714285714285714, 0.164, 0.548, 0.288, 0.2263]",0.21428571428571427,0.5714285714285714,0.164,0.548,0.288,0.2263
Ross,23,Rachel Has A Baby,Hey!,8,hey,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Rachel,19,Ross And Monica`s Cousin,Monica.,7,monica,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Joey,16,The Boob Job,Boob job.,9,boob job,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Phoebe,1,Ross`s New Girlfriend,"All right, that`s it, I quit.",2,right quit,"[0.2857142857142857, 0.5357142857142857, 0.0, 1.0, 0.0, 0.0]",0.2857142857142857,0.5357142857142857,0.0,1.0,0.0,0.0
Rachel,22,The Two Parties,I do.,2,,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0
Phoebe,14,They All Turn Thirty,"(getting out) Okay, who`s next?",7,get okay,"[0.5, 0.5, 0.0, 0.345, 0.655, 0.2263]",0.5,0.5,0.0,0.345,0.655,0.2263
Monica,21,The Fertility Test,"Because, honey, I mean this in the sweetest way possible, nobody is gonna wanna watch that.",9,honey mean sweet way possible going to wanna watch,"[0.012499999999999992, 0.7791666666666667, 0.0, 0.727, 0.273, 0.4588]",0.012499999999999992,0.7791666666666667,0.0,0.727,0.273,0.4588
Chandler,10,Chandler Gets Caught,"Hello? It`s Nancy, they responded to our offer.",10,hello nancy respond offer,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Ross,4,Phoebe`s Husband,"What, it`s not your fault.",2,fault,"[0.0, 0.0, 1.0, 0.0, 0.0, -0.4019]",0.0,0.0,1.0,0.0,0.0,-0.4019
Chandler,12,Chandler`s Work Laugh,Sorry man.,5,sorry man,"[-0.5, 1.0, 0.565, 0.435, 0.0, -0.0772]",-0.5,1.0,0.565,0.435,0.0,-0.0772
Phoebe,9,The Football,"Y`know, for once, I am going to sit down and try to watch one of these things. (just as she sits down).",3,go sit try watch thing sit,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Chandler,5,The Engagement Picture,"Yeah, I`m not in that.",7,yeah,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.296]",0.0,0.0,0.0,0.0,1.0,0.296
Phoebe,7,The Blackout,(smiling) You betcha!,1,smile betcha,"[0.3, 0.1, 0.0, 0.286, 0.714, 0.3612]",0.3,0.1,0.0,0.286,0.714,0.3612
Ross,1,Ross Says Rachel,"Oh, I don`t, I don`t, I don`t know",5,oh know,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Monica,9,Phoebe`s Dad,"For the sixteenth time, no... I do not think you`re obsessive.",2,sixteenth time think obsessive,"[0.0, 0.0, 0.388, 0.612, 0.0, -0.2263]",0.0,0.0,0.388,0.612,0.0,-0.2263
Ross,5,Rachel`s Sister Babysits,Hey guys. Monica and Chandler: Hi Ross.,10,hey guy monica chandler hi ross,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Chandler,21,The Cooking Class,I`m so sorry.,8,sorry,"[-0.5, 1.0, 1.0, 0.0, 0.0, -0.0772]",-0.5,1.0,1.0,0.0,0.0,-0.0772
Ross,14,The Candy Hearts,Are you sure? Great. Carol? Wanna come over and join us?,1,sure great carol wanna come join,"[0.65, 0.8194444444444444, 0.0, 0.259, 0.741, 0.8225]",0.65,0.8194444444444444,0.0,0.259,0.741,0.8225
Phoebe,3,Hundredth,I know.,5,know,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Joey,7,Ross Moves In,Yeah.,5,yeah,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.296]",0.0,0.0,0.0,0.0,1.0,0.296
Phoebe,22,The Screamer,"Okay. (on phone) Ooh, I`m setting the phone down. (does so) But I`m still here! Just don`t go anywhere I`m still here. (starts to put on the sweater) Don`t-don`t switch or anything, cause I`m, I`m right here. (She has pulled the sweater over her head, but her head is stuck in a sleeve.) Just one sec. One sec! One second!! (She is now frantically trying to get the sweater on, as Monica returns from the bathroom.) Wait! One second! Just",3,okay phone ooh set phone start sweater switch right pull sweater head head stick sleeve sec sec second frantically try sweater monica return bathroom wait second,"[0.09761904761904762, 0.3726190476190476, 0.085, 0.848, 0.067, -0.128]",0.09761904761904762,0.3726190476190476,0.085,0.848,0.067,-0.128
Joey,14,Joey`s Dirty Day,Yeah.,4,yeah,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.296]",0.0,0.0,0.0,0.0,1.0,0.296
Monica,3,Ross`s Tan,Oh My God!,10,oh god,"[0.0, 0.0, 0.0, 0.323, 0.677, 0.2732]",0.0,0.0,0.0,0.323,0.677,0.2732
Phoebe,2,Emma Cries,Thankfully you don`t need me at all (gets up and to leave) so Okay Super aunt see you later! Rachel let`s give it six to eight months (she leaves).,9,thankfully need get leave okay super aunt later rachel month leave,"[0.27777777777777773, 0.38888888888888884, 0.141, 0.353, 0.506, 0.802]",0.27777777777777773,0.38888888888888884,0.141,0.353,0.506,0.802
Rachel,1,Monica Gets A Roommate,I`m just serving it.,1,serve,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Monica,17,"The Two Parts, Part II","Okay, ooh, alright. Name, address... Okay, in case of emergency, call?",1,okay ooh alright address okay case emergency,"[0.5, 0.5, 0.228, 0.263, 0.509, 0.296]",0.5,0.5,0.228,0.263,0.509,0.296
Chandler,11,Chandler Can`t Remember Which Sister,(to Monica) Take off your shirt!,3,monica shirt,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Rachel,12,Phoebe`s Rats,"Ok, you know what, I`m just gonna take her outside.",9,ok know going to outside,"[0.25, 0.275, 0.0, 0.645, 0.355, 0.296]",0.25,0.275,0.0,0.645,0.355,0.296
Rachel,4,The Videotape,There I am.,8,,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0
Rachel,22,The Worst Best Man Ever,And you just get to be cool Aunt Phoebe!,4,cool aunt phoebe,"[0.35, 0.65, 0.0, 0.465, 0.535, 0.3182]",0.35,0.65,0.0,0.465,0.535,0.3182
Joey,12,The Superbowl,"Hey, hey, check it out, guess what I got.",2,hey hey check guess get,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Ross,12,Phoebe`s Rats,Thanx.,9,thanx,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Rachel,10,The Girl From Poughkeepsie,"What?! Chandler, what is the matter with you?!",4,chandler matter,"[0.0, 0.0, 0.0, 0.476, 0.524, 0.0258]",0.0,0.0,0.0,0.476,0.524,0.0258
Ross,15,The Birthing Video,"I knew it. So, is she someone from work?",8,know work,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Ross,6,The Male Nanny,"It was hard... I remember... I was in my bedroom... playing with my dinosaurs... playing and learning... and my father walks in and says... he says... ""What are you doing with those things? What`s wrong with you, why aren`t you... why aren`t you outside playing like a... like a real boy?",9,hard remember bedroom play dinosaur play learning father walk say say thing wrong outside play like like real boy,"[-0.1479166666666667, 0.4479166666666667, 0.157, 0.418, 0.425, 0.7717]",-0.1479166666666667,0.4479166666666667,0.157,0.418,0.425,0.7717
Ross,14,Chandler Can`t Cry,Okay! Okay! Ooh-hey-hey-hey! Okay! Okay! Okay! I`ll-I`ll tell her tonight I can`t see her anymore.,6,okay okay ooh hey hey hey okay okay okay tell tonight anymore,"[0.5, 0.5, 0.0, 0.424, 0.576, 0.7579]",0.5,0.5,0.0,0.424,0.576,0.7579
Ross,7,Ross`s Inappropriate Song,"I uhm... Well, I sang... (Rachel gasps) well actually I rapped... Baby Got Back... (Rachel`s face changes from excited to angry)",9,uhm sing rachel gasp actually rap baby got face change excited angry,"[-0.041666666666666664, 0.6166666666666667, 0.21, 0.637, 0.153, -0.2263]",-0.041666666666666664,0.6166666666666667,0.21,0.637,0.153,-0.2263
Ross,3,The Jam,(entering) Hello.,3,enter hello,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Joey,23,Ross`s Wedding,Hey.,4,hey,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Phoebe,15,"That Could Have Been, Part I & II","Oh, okay I didn`t get that message. So this doesn`t countAnyway, I`ll be in my office.",6,oh okay message office,"[0.5, 0.5, 0.0, 0.612, 0.388, 0.2263]",0.5,0.5,0.0,0.612,0.388,0.2263
Monica,24,Rachel Finds Out,You`re going to China?,1,go china,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Rachel,6,On The Last Night,"But honey, I think she`s moving in with Chandler.",6,honey think move chandler,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Chandler,2,Rachel`s Book,"Look, I thought about it too, and I`m sorry. I think we should spend all of the money on the wedding.",7,look think sorry think spend money wedding,"[-0.5, 1.0, 0.178, 0.822, 0.0, -0.0772]",-0.5,1.0,0.178,0.822,0.0,-0.0772
Ross,18,The Lottery,"(in a mocking voice)Uh...sure I do, and I also wanna be King of my own country and find out what happened to Amelia Earhart.",9,mock sure wanna king country find happen amelia earhart,"[0.5, 0.8888888888888888, 0.231, 0.579, 0.19, -0.128]",0.5,0.8888888888888888,0.231,0.579,0.19,-0.128
Joey,12,Joey Dates Rachel,Huh. Huh.,8,huh huh,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Rachel,9,All The Candy,Oh no-no-no,7,oh,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Joey,15,Joey`s New Brain,That was a great scene! And-and-and that slap looks so real! How do you do that?,7,great scene slap look real,"[0.5, 0.525, 0.0, 0.345, 0.655, 0.6908]",0.5,0.525,0.0,0.345,0.655,0.6908
Ross,5,Rachel`s Date,Great! Well umm,8,great umm,"[0.8, 0.75, 0.0, 0.196, 0.804, 0.6249]",0.8,0.75,0.0,0.196,0.804,0.6249
Rachel,17,The Memorial Service,"Oh, I don`t think she likes the new Hugsy.",9,oh think like new hugsy,"[0.13636363636363635, 0.45454545454545453, 0.0, 0.615, 0.385, 0.3612]",0.13636363636363635,0.45454545454545453,0.0,0.615,0.385,0.3612
Chandler,13,Rachel`s Sister,"That`s the thing, see I would like to stay in the pribe of mwha-ah-libe.",6,thing like stay pribe mwha ah libe,"[0.0, 0.0, 0.0, 0.706, 0.294, 0.3612]",0.0,0.0,0.0,0.706,0.294,0.3612
Monica,6,The Flashback,What?,3,,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0
Phoebe,23,The Ring,"Come on Ross, you`re a paleontologist, dig a little deeper.",6,come ross paleontologist dig little deep,"[-0.09375, 0.45, 0.0, 1.0, 0.0, 0.0]",-0.09375,0.45,0.0,1.0,0.0,0.0
Chandler,14,The Candy Hearts,"I did, but...",1,,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0
Monica,15,The Stoned Guy,"Oh, I love my life, I love my life!",1,oh love life love life,"[0.5, 0.6, 0.0, 0.263, 0.737, 0.8555]",0.5,0.6,0.0,0.263,0.737,0.8555
Ross,9,Ross`s Sandwich,On account of my rage.,5,account rage,"[0.0, 0.0, 0.783, 0.217, 0.0, -0.5574]",0.0,0.0,0.783,0.217,0.0,-0.5574
Phoebe,9,The Birth Mother,What?,10,,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0
Joey,7,Chandler Crosses The Line,Who`s Elaine?,4,elaine,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Monica,3,The Thumb,"Uh, Ross.",1,uh ross,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Monica,10,Christmas In Tulsa,Okay.,9,okay,"[0.5, 0.5, 0.0, 0.0, 1.0, 0.2263]",0.5,0.5,0.0,0.0,1.0,0.2263
Monica,15,The Birthing Video,"Chandler, we can`t let this tape wreck Valentine`s Day!",8,chandler let tape wreck day,"[0.0, 0.0, 0.42, 0.58, 0.0, -0.4404]",0.0,0.0,0.42,0.58,0.0,-0.4404
Rachel,8,Rachel`s Other Sister,God she is unbelievable.,9,god unbelievable,"[-0.25, 1.0, 0.0, 0.0, 1.0, 0.4404]",-0.25,1.0,0.0,0.0,1.0,0.4404
Rachel,11,Chandler Can`t Remember Which Sister,"(to Ross) Yeah, right. Look at you, you`re practically giddy.",3,ross yeah right look practically giddy,"[0.2857142857142857, 0.5357142857142857, 0.205, 0.513, 0.282, 0.1531]",0.2857142857142857,0.5357142857142857,0.205,0.513,0.282,0.1531
Phoebe,10,The Huliday Armadillo,"Oh, yeah, it`s my mom`s.",7,oh yeah,"[0.0, 0.0, 0.0, 0.312, 0.688, 0.296]",0.0,0.0,0.0,0.312,0.688,0.296
Ross,14,Princess Consuela,Should we send something?,10,send,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Joey,10,Monica`s Boots,"Oh no-no-no-no, she wants to talk to you!",8,oh want talk,"[0.0, 0.0, 0.0, 0.606, 0.394, 0.0772]",0.0,0.0,0.0,0.606,0.394,0.0772
Chandler,11,The Lesbian Wedding,For a minute there I thought you were actually tryin` to smell something.,2,minute think actually tryin smell,"[0.0, 0.1, 0.0, 1.0, 0.0, 0.0]",0.0,0.1,0.0,1.0,0.0,0.0
Chandler,16,Joey Moves Out,"Yeah, right, yeah, I guess so.",2,yeah right yeah guess,"[0.2857142857142857, 0.5357142857142857, 0.0, 0.312, 0.688, 0.5267]",0.2857142857142857,0.5357142857142857,0.0,0.312,0.688,0.5267
Rachel,20,Rachel`s Big Kiss,Yeah.,7,yeah,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.296]",0.0,0.0,0.0,0.0,1.0,0.296
Chandler,23,In Vegas,"Ohh, great, I have condom in my wallet I`ve had since I was twelve.",5,ohh great condom wallet,"[0.8, 0.75, 0.0, 0.423, 0.577, 0.6249]",0.8,0.75,0.0,0.423,0.577,0.6249
Monica,15,All The Rugby,"This switch thing has been driving me crazy. So I turned it off and checked every outlet. Now, four of them don`t work. Which means, one of them has to be controlled by the switch. So, I plugged in things in all four of the outlets that-that make noise, so that way, when I turn it on I just follow the noise and find out which one it is.",4,switch thing drive crazy turn check outlet work mean control switch plug thing outlet noise way turn follow noise find,"[-0.45625, 0.79375, 0.112, 0.888, 0.0, -0.34]",-0.45625,0.79375,0.112,0.888,0.0,-0.34
Monica,11,Phoebe`s Uterus,"Well, it was the first time. Y`know, there`s not always a lot of agreement the first time.",4,time lot agreement time,"[0.0, 0.0, 0.0, 0.484, 0.516, 0.4939]",0.0,0.0,0.0,0.484,0.516,0.4939
Monica,11,Chandler Can`t Remember Which Sister,"Oh, he is. And he is so dreamy. I mean, y`know what, when he left I actually used the phrase, Hummina-hummina-hummina.` (walks away)",3,oh dreamy mean leave actually phrase hummina hummina walk away,"[-0.15625, 0.39375, 0.118, 0.882, 0.0, -0.0516]",-0.15625,0.39375,0.118,0.882,0.0,-0.0516
Ross,9,The Birth Mother,"(feeling the fabric) Wow, this is really soft (he looks the price). Three hundred and fifty dollars?",10,feel fabric wow soft look price dollar,"[0.1, 0.675, 0.0, 0.612, 0.388, 0.5859]",0.1,0.675,0.0,0.612,0.388,0.5859
Joey,12,The Joke,"No, that`s VH-1. I gotta tell you, the music these kids listen to today ... It`s like a lotta noise to me. I don`t know",6,got to tell music kid listen today like lotta noise know,"[0.0, 0.0, 0.0, 0.8, 0.2, 0.3612]",0.0,0.0,0.0,0.8,0.2,0.3612
Chandler,1,Monica`s Thunder,"(interrupting her just in time) Hey! Here`s a dollar, consider it a deposit. Please sing at our wedding.",7,interrupt time hey dollar consider deposit sing wedding,"[0.0, 0.0, 0.255, 0.745, 0.0, -0.34]",0.0,0.0,0.255,0.745,0.0,-0.34
Monica,18,Dr. Ramoray Dies,Why?,2,,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0
Joey,14,Everybody Finds Out,No! Not unless! Look this must end now!,5,look end,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Joey,10,The Inappropriate Sister,(To Chandler) I didn`t finish my five pages.,5,chandler finish page,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Ross,10,Rachel Quits,"No, please, please, um, it`s for a poor little girl who wants to go to Spacecamp more than anything in the world.",3,um poor little girl want spacecamp world,"[-0.29375, 0.55, 0.34, 0.548, 0.112, -0.4728]",-0.29375,0.55,0.34,0.548,0.112,-0.4728
Chandler,9,The Football,"No, no, no, you say that proudly.",3,proudly,"[0.8, 1.0, 0.0, 0.0, 1.0, 0.5574]",0.8,1.0,0.0,0.0,1.0,0.5574
Monica,23,In Vegas,"It was, it was really nice. We started talking and I-I ended up having lunch with him.",5,nice start talk end have lunch,"[0.6, 1.0, 0.0, 0.641, 0.359, 0.4215]",0.6,1.0,0.0,0.641,0.359,0.4215
Ross,8,Nana Dies Twice,"She`s not- past, she`s present, she`s back.",1,past present,"[-0.125, 0.125, 0.0, 1.0, 0.0, 0.0]",-0.125,0.125,0.0,1.0,0.0,0.0
Monica,5,The Kips,"Hey, Rach, can I borrow your eyelash curler, I think I lost mine.",5,hey rach borrow eyelash curler think lose,"[0.0, 0.0, 0.31, 0.69, 0.0, -0.4019]",0.0,0.0,0.31,0.69,0.0,-0.4019
Ross,11,The Apothecary Table,"I`m giving this lecture on erosion theories tomorrow night, I think you should come.",6,give lecture erosion theory tomorrow night think come,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Chandler,20,The Soap Opera Party,"Oh yeah, I had no idea the amazing journey you go through as a woman! Tell me, tell me about your first period!",9,oh yeah idea amazing journey woman tell tell period,"[0.6000000000000001, 0.9, 0.0, 0.538, 0.462, 0.7184]",0.6000000000000001,0.9,0.0,0.538,0.462,0.7184
Rachel,3,Hundredth,They`re male nurses.,5,male nurse,"[0.0, 0.1, 0.0, 1.0, 0.0, 0.0]",0.0,0.1,0.0,1.0,0.0,0.0
Ross,11,All The Resulutions,Hold on.,5,hold,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Rachel,16,The Fake Party,"Okay, my turn!!",4,okay turn,"[0.5, 0.5, 0.0, 0.345, 0.655, 0.2263]",0.5,0.5,0.0,0.345,0.655,0.2263
Monica,21,The Ball,Relax! It`s Phoebe! Not you!,5,relax phoebe,"[0.0, 0.0, 0.0, 0.256, 0.744, 0.4404]",0.0,0.0,0.0,0.256,0.744,0.4404
Monica,17,The Free Porn,Okay.,4,okay,"[0.5, 0.5, 0.0, 0.0, 1.0, 0.2263]",0.5,0.5,0.0,0.0,1.0,0.2263
Phoebe,18,In Massapequa,Hey!,8,hey,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Chandler,5,The Engagement Picture,"Yeah, and then I fell asleep on the subway and went all the way to Brooklyn. Brooklyn is f-far!!",7,yeah fall asleep subway go way brooklyn brooklyn f far,"[0.1, 1.0, 0.0, 0.784, 0.216, 0.296]",0.1,1.0,0.0,0.784,0.216,0.296
Monica,21,The Bullies,"Well, CHP because I used to have a crush on Eric Estrada. And ZXY becuase I think it sounds zexy.",2,chp crush eric estrada zxy becuase think sound zexy,"[0.4, 0.4, 0.167, 0.833, 0.0, -0.1531]",0.4,0.4,0.167,0.833,0.0,-0.1531
Joey,16,The Truth About London,Hey.,7,hey,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Ross,9,Underdog Gets Away,"Ok. (browsing the apartment) Wow, you guys sure have a lot of books about bein` a lesbian.",1,ok browse apartment wow guy sure lot book bein lesbian,"[0.3666666666666667, 0.7962962962962963, 0.0, 0.458, 0.542, 0.8074]",0.3666666666666667,0.7962962962962963,0.0,0.458,0.542,0.8074
Chandler,15,The Stoned Guy,"Well, I have an appointment to see Dr. Robert Pillman, career counselor a-gogo. (pause) I added the ""a-gogo.""",1,appointment robert pillman career counselor gogo pause add gogo,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Joey,9,Ross Got High,Y-sure!,6,y sure,"[0.5, 0.8888888888888888, 0.0, 0.0, 1.0, 0.3182]",0.5,0.8888888888888888,0.0,0.0,1.0,0.3182
Phoebe,19,Ross Can`t Flirt,"Oh, then no.",5,oh,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Monica,15,Joey`s New Brain,Nice to meet you! My God you`re great!,7,nice meet god great,"[0.7, 0.875, 0.0, 0.1, 0.9, 0.8402]",0.7,0.875,0.0,0.1,0.9,0.8402
Ross,9,They`re Going To Party,No! I balanced my checkbook.,4,balance checkbook,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Joey,1,No One Proposes,I can`t believe you`re not going to propose!,9,believe go propose,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Rachel,18,Rachel Smokes,"(laughing nervously) Oh, what a fun office.",5,laugh nervously oh fun office,"[0.3, 0.15000000000000002, 0.152, 0.19, 0.657, 0.743]",0.3,0.15000000000000002,0.152,0.19,0.657,0.743
Joey,22,The Screamer,"No, they-they weren`t in the play.",3,play,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.34]",0.0,0.0,0.0,0.0,1.0,0.34
Phoebe,14,Everybody Finds Out,"No, I want this to happen.",5,want happen,"[0.0, 0.0, 0.0, 0.435, 0.565, 0.0772]",0.0,0.0,0.0,0.435,0.565,0.0772
Chandler,22,Rachel Is Late,Here! (Hands him one. Joey adds it up and discovers that he was right.),8,hand joey add discover right,"[0.2857142857142857, 0.5357142857142857, 0.0, 0.556, 0.444, 0.4939]",0.2857142857142857,0.5357142857142857,0.0,0.556,0.444,0.4939
Monica,22,The Two Parties,You wanna be in charge of the food committee?,2,wanna charge food committee,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Monica,9,Phoebe`s Dad,"[carrying an ice cube tray] Ice, ice, ice squares anyone? Take a napkin. Alright.",2,carry ice cube tray ice ice ice square napkin alright,"[0.0, 0.0, 0.0, 0.818, 0.182, 0.25]",0.0,0.0,0.0,0.818,0.182,0.25
Joey,23,The Birth,Oh yeah? And who do you like?,1,oh yeah like,"[0.0, 0.0, 0.0, 0.175, 0.825, 0.5719]",0.0,0.0,0.0,0.175,0.825,0.5719
Joey,7,Ross`s Inappropriate Song,"Hey dude, what`s up?",9,hey dude,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Ross,13,Joey Speaks French,"I`m not scared of him, I`m really sick!",10,scared sick,"[-0.7142857142857143, 0.8571428571428571, 1.0, 0.0, 0.0, -0.7351]",-0.7142857142857143,0.8571428571428571,1.0,0.0,0.0,-0.7351
Chandler,1,Ross Says Rachel,Seven times!,5,seven time,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Monica,14,The Secret Closet,No reason. I-I keep private things in there.,8,reason private thing,"[0.0, 0.375, 0.0, 1.0, 0.0, 0.0]",0.0,0.375,0.0,1.0,0.0,0.0
Ross,12,The Dozen Lasagnas,I`m having a boy! I-I`m having a boy!,1,have boy have boy,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Phoebe,20,Mac And C.H.E.E.S.E.,I am extremely talented!,6,extremely talented,"[0.7, 0.9, 0.0, 0.218, 0.782, 0.5563]",0.7,0.9,0.0,0.218,0.782,0.5563
Ross,22,The Worst Best Man Ever,Where`s my ring? My dead grandmother`s wedding ring? Where is it? Where is it?,4,ring dead wedding ring,"[-0.2, 0.4, 0.589, 0.411, 0.0, -0.6486]",-0.2,0.4,0.589,0.411,0.0,-0.6486
Chandler,15,"That Could Have Been, Part I & II","Hey, I may have no money, but I still have my pride.",6,hey money pride,"[0.0, 0.0, 0.0, 0.455, 0.545, 0.34]",0.0,0.0,0.0,0.455,0.545,0.34
Ross,20,The Baby Shower,"WhatYou`re not serious. I mean she`s a very nice woman, but there is no way we can take eight weeks of her. She`ll drive us totally crazy.",8,mean nice woman way week drive totally crazy,"[-0.10416666666666667, 0.8624999999999999, 0.234, 0.522, 0.244, 0.0276]",-0.10416666666666667,0.8624999999999999,0.234,0.522,0.244,0.0276
Monica,4,The Metaphorical Tunnel,"See, now this is why I keep notepads everywhere.",3,notepad,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
